,doc_id,vector_species,country,study_site,vector_control_method,biting_location,resting_location,disease,year,author,study_title,latitude,longitude,reported_insecticide_resistance,reported_insecticide_resistance_type
10341,ba82b2e1-925c-48d2-b183-75380ca7804f,an. funestus,,gankette balla,indoor residual spraying irs,nan,indoor,malaria,2016,badara samb,study,15,15,,
10342,ba82b2e1-925c-48d2-b183-75380ca7804f,an. funestus,,gankette balla,indoor residual spraying irs,nan,indoor,malaria,2016,badara samb,study,15,15,,
10343,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,long-lasting insecticide nets llins,indoor,nan,malaria,2014,charles mulamba,widespread pyrethroid and ddt resistance in the major malaria vector anopheles funestus in east africa is driven by metabolic resistance mechanisms,1,34,,
10344,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,long-lasting insecticide nets llins,indoor,nan,malaria,2014,charles mulamba,study,1,34,,
10345,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,indoor residual spraying irs,indoor,nan,malaria,2014,charles mulamba,study,2,32,,
10346,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,indoor residual spraying irs,indoor,nan,malaria,2014,charles mulamba,study,2,32,,
10347,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,pyrethroid insecticides,indoor,nan,malaria,2014,charles mulamba,study,1,31,,
10348,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,pyrethroid insecticides,indoor,nan,malaria,2014,charles mulamba,study,1,31,,
10349,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,ddt,indoor,nan,malaria,2014,charles mulamba,study,0,33,,
10350,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,ddt,indoor,nan,malaria,2014,charles mulamba,study,0,33,,
10351,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,carbamate insecticides,indoor,nan,malaria,2014,charles mulamba,study,3,30,,
10352,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,carbamate insecticides,indoor,nan,malaria,2014,charles mulamba,study,3,30,,
10353,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,organophosphate insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10354,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,organophosphate insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10355,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10356,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10357,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10358,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10359,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10360,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10361,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10362,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10363,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10364,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10365,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10366,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10367,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10368,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10369,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10370,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10371,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10372,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10373,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10374,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10375,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,bulambuli,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10376,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10377,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10378,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10379,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,lira,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10380,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10381,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10382,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10383,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,masindi,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10384,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10385,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10386,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10387,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,jinja,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10388,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10389,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10390,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10391,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,arua,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10392,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10393,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10394,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10395,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,tororo,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10396,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10397,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10398,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10399,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10400,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10401,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10402,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10403,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10404,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10405,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10406,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10407,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10408,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10409,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10410,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10411,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10412,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10413,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10414,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10415,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10416,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10417,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10418,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10419,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10420,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10421,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10422,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10423,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10424,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10425,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10426,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
10427,845ee061-ee95-4305-8730-4827347bc8fe,an. funestus,,kisumu-siaya,dieldrin insecticides,indoor,nan,malaria,2014,charles mulamba,study,0,34,,
11189,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,long-lasting insecticidal nets llins,nan,nan,malaria,2025,carlos s. djoko tagne,a single mutation g454a in the p450 cyp9k1 drives pyrethroid resistance in the major malaria vector anopheles funestus reducing bed net efficacy,0,34,,metabolic resistance
11190,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,long-lasting insecticidal nets llins,nan,nan,malaria,2025,carlos s. djoko tagne,study,0,34,,metabolic resistance
11191,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,indoor residual spraying irs,nan,nan,malaria,2025,carlos s. djoko tagne,study,0,33,,
11192,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,indoor residual spraying irs,nan,nan,malaria,2025,carlos s. djoko tagne,study,0,33,,
11193,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,12,34,,
11194,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,12,34,,
11195,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,6,11,,
11196,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,6,11,,
11197,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,3,11,,
11198,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,3,11,,
11199,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam village close to obuasi,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,6,1,,
11200,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam village close to obuasi,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,6,1,,
11201,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11202,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11203,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11204,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11205,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11206,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11207,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11208,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11209,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11210,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11211,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11212,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11213,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11214,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11215,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11216,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11217,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,tororo district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11218,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11219,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11220,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11221,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mayuge,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11222,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11223,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11224,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11225,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,chikwawa,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11226,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11227,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11228,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11229,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,mibellon,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11230,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11231,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11232,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11233,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,elende,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11234,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11235,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11236,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11237,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,atatam,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11238,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11239,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11240,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11241,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11242,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11243,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11244,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11245,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11246,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11247,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11248,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11249,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11250,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11251,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11252,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11253,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11254,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11255,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11256,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11257,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11258,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11259,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11260,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11261,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11262,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11263,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11264,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11265,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11266,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11267,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11268,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11269,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11270,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11271,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11272,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11273,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
11274,3287b653-b2db-4327-8b21-54eb26c977fc,an. funestus,,calueque district,pyrethroid,nan,nan,malaria,2025,carlos s. djoko tagne,study,16,15,,
